Manufacturer,Model,Year,Fuel Type,Price,Mileage,Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km),Condition
Audi,Q7 Platinum Edition,2025.0,Petrol,73000000,0,73000000.0,,,,
Audi,Q7 Quattro,2025.0,Petrol,75000000,50,75000000.0,,35825000.0,25250000.0,
Audi,A1 TFSI 25,2024.0,Petrol,15450000,3350,15650000.0,,,,
Audi,A3,2024.0,Petrol,24500000,7000,24000000.0,,13500000.0,,
Audi,A3 S Line Highest Spec,2024.0,Petrol,25000000,300,25000000.0,,,,
Audi,A3 Sedan,2024.0,Hybrid,18500000,10000,18500000.0,,,,
Audi,A3 Sedan TFSI,2024.0,Petrol,19500000,12000,19500000.0,,,,
Audi,A3 Sedan TFSI Advanced,2024.0,Hybrid,18500000,10000,18500000.0,,,,
Audi,A3 Sportback Advanced,2024.0,Petrol,14400000,10000,14400000.0,,,,
Audi,A3 Sportback Premium,2024.0,Petrol,20200000,11000,20200000.0,,,,
Audi,A3 TFSI,2024.0,Petrol,22400000,7000,22400000.0,,,,
Audi,Q3 Q4 Vorsprung SLine,2024.0,Electric,42950000,150,42950000.0,,,,
Audi,Q3 SPORT BACK S-LINE,2024.0,Petrol,34000000,2000,34000000.0,,,,
Audi,Q4,2024.0,Electric,39500000,4500,39500000.0,,,,
Audi,Q4 E-Tron S Line Sports back,2024.0,Electric,42000000,0,42000000.0,,,,
Audi,Q4 Etron 40,2024.0,Electric,37950000,550,37950000.0,,,,
Audi,e-tron 50 Quattro Q8,2024.0,Electric,45000000,200,45000000.0,,,,
Audi,e-tron 50 Quattro Q8 F/Load,2024.0,Electric,52500000,0,52500000.0,,,,
Audi,e-tron Q8,2024.0,Electric,45000000,0,42333333.0,,,,
Audi,e-tron Q8 50 Quattro S Line,2024.0,Electric,52500000,0,50000000.0,,,,
Audi,A1 TFSI 25,2023.0,Petrol,15850000,15400,15650000.0,,,,
Audi,A3,2023.0,Petrol,23500000,9000,24000000.0,,13500000.0,,
Audi,A3 30 TFSI Premium,2023.0,Petrol,23500000,10000,23500000.0,,,,
Audi,A3 30 TFSI Sedan,2023.0,Petrol,23800000,5000,23800000.0,,,,
Audi,A3 30 TFSI UK Spec,2023.0,Petrol,21800000,4000,21800000.0,,,,
Audi,A3 Advance Sedan 30TFSI,2023.0,Petrol,22950000,3500,22950000.0,,,,
Audi,A3 Sportback S-Line,2023.0,Hybrid,16500000,10000,16500000.0,,,,
Audi,A3 Sportback TFSI,2023.0,Petrol,18950000,16000,18950000.0,,,,
Audi,A3 Sportsback,2023.0,Petrol,18000000,18000,18625000.0,,14200000.0,,
Audi,A3 TFSI 30,2023.0,Petrol,18750000,19000,18750000.0,,,,
Audi,A3 TFSI Advanced,2023.0,Petrol,19000000,24880,,19000000.0,,,
Audi,A3 TFSI UK Spec,2023.0,Petrol,21800000,6300,21800000.0,,,,
Audi,Q3 Q4/S-Line/8YWarranty,2023.0,Electric,30500000,30000,,30500000.0,,,
Audi,Q3 S Line Sportsback,2023.0,Petrol,35500000,5000,35500000.0,,,,
Audi,Q3 TFSi S Line Plus,2023.0,Petrol,34500000,8900,34500000.0,,,,
Audi,Q4 40 Etron,2023.0,Electric,36000000,25000,,36000000.0,,,
Audi,Q4 E-Tron S Line HIGHEST SPEC,2023.0,Electric,38950000,0,38950000.0,,,,
Audi,e-tron GT Sport Edition,2023.0,Petrol,98000000,0,98000000.0,,,,
Audi,e-tron Q4,2023.0,Electric,36500000,0,36500000.0,,,,
Audi,Q3,2022.0,Petrol,31000000,3000,31000000.0,,19200000.0,23500000.0,
Audi,A5 S-Line,2019.0,Petrol,31000000,43000,,31000000.0,26000000.0,,
Audi,Q2,2019.0,Petrol,17000000,62000,,,15647500.0,14080000.0,
Audi,Q3,2019.0,Petrol,23500000,100500,31000000.0,,19200000.0,23500000.0,
Audi,Q3 S Line,2019.0,Petrol,26000000,47000,,26000000.0,,,
Audi,Q3 S-Line Quattro,2019.0,Petrol,26500000,28100,,26500000.0,,,
Audi,A1,2018.0,Petrol,9600000,72000,,,9200000.0,,
Audi,A1 S-Line RS1,2018.0,Petrol,10890000,27000,,10890000.0,,,
Audi,A3 RS 3,2018.0,Petrol,15900000,74000,,,15900000.0,,
Audi,A3 S Line,2018.0,Petrol,14300000,122000,,,,14300000.0,
Audi,A3 S-Line,2018.0,Petrol,16500000,93000,,,16500000.0,,
Audi,A3 TFSI Highest Spec,2018.0,Petrol,17250000,54000,,,17250000.0,,
Audi,A3 TFSI SLINE,2018.0,Petrol,12750000,62000,,,12750000.0,,
Audi,A3 TFSI Sunroof,2018.0,Petrol,14490000,128000,,,,14490000.0,
Audi,A4 S Line,2018.0,Petrol,20900000,63000,,,20900000.0,,
Audi,A5,2018.0,Petrol,23000000,65000,,,23000000.0,,
Audi,A5 S Line Cabriolet,2018.0,Petrol,35000000,49000,,35000000.0,,,
Audi,A5 S-Line,2018.0,Petrol,26000000,86000,,31000000.0,26000000.0,,
Audi,Q2,2018.0,Petrol,14900000,109000,,,15647500.0,14080000.0,
Audi,Q2 Anniversary White,2018.0,Petrol,14450000,80000,,,14450000.0,,
Audi,Q2 Full Option,2018.0,Petrol,13475000,220000,,,,13475000.0,
Audi,Q2 S line,2018.0,Petrol,17500000,53000,,,17500000.0,,
Audi,Q2 Sunroof,2018.0,Petrol,14800000,156000,,,13000000.0,14800000.0,
Audi,Q2 TFSI Anniversary,2018.0,Petrol,14850000,64000,,,14850000.0,,
Audi,Q2 TFSl,2018.0,Petrol,15950000,76900,,,15950000.0,,
Audi,Q3,2018.0,Petrol,19200000,69598,31000000.0,,19200000.0,23500000.0,
Audi,Q3 Premium Full Spec,2018.0,Petrol,18000000,90000,,,18000000.0,,
Audi,A1,2017.0,Petrol,8800000,91600,,,9200000.0,,
Audi,A3,2017.0,Petrol,13500000,91000,24000000.0,,13500000.0,,
Audi,A3 Sportsback,2017.0,Petrol,14200000,60000,18625000.0,,14200000.0,,
Audi,Q2,2017.0,Petrol,13490000,105000,,,15647500.0,14080000.0,
Audi,Q2 Sunroof,2017.0,Petrol,13000000,70000,,,13000000.0,14800000.0,
Audi,Q2 TFSI,2017.0,Petrol,16990000,102000,,,14300000.0,16990000.0,
Audi,Q2 Virtual,2017.0,Petrol,15275000,70000,,,15275000.0,,
Audi,Q7 3000CC V6 S-LINE,2017.0,Petrol,35000000,69900,,,35000000.0,,
Audi,Q7 Quattro,2017.0,Petrol,37500000,78000,75000000.0,,35825000.0,25250000.0,
Audi,A1 1st,2016.0,Petrol,9350000,87000,,,9350000.0,,
Audi,A1 TFSI,2016.0,Petrol,9700000,43000,,9700000.0,,,
Audi,A4 2.0L 40TFSI,2016.0,Petrol,18800000,87000,,,18800000.0,,
Audi,A4 TFSI,2016.0,Petrol,19000000,175000,,,,19000000.0,
Audi,A6,2016.0,Petrol,21500000,65000,,,21500000.0,13800000.0,
Audi,Q7 3L Quattro 45 TFSI,2016.0,Petrol,38500000,71000,,,38500000.0,,
Audi,Q7 40TFSI Quattro,2016.0,Petrol,32500000,95000,,,32500000.0,,
Audi,Q7 Quattro,2016.0,Petrol,35500000,95000,75000000.0,,35825000.0,25250000.0,
Audi,Q5 Quattro,2015.0,Petrol,22500000,87000,,,22500000.0,,
Audi,A6 TDI,2014.0,Diesel,19000000,154201,,,,19000000.0,
Audi,A7 3.0T Quattro,2014.0,Petrol,28000000,82000,,,28000000.0,,
Audi,A6,2013.0,Diesel,15900000,113000,,,,15900000.0,
Audi,Q3 2L,2013.0,Petrol,14000000,121000,,,,14000000.0,
Audi,A4,2012.0,Petrol,12500000,71000,,,12500000.0,,
Audi,A4 B8.5 (Quattro),2012.0,Petrol,13950000,62000,,,13950000.0,,
Audi,A4 Premium,2012.0,Petrol,13800000,87000,,,13800000.0,,
Audi,A4 TDI,2012.0,Diesel,12900000,143000,,,,12900000.0,
Audi,A6,2012.0,Petrol,13800000,110000,,,21500000.0,13800000.0,
Audi,A6 2.0 TDI,2012.0,Diesel,13950000,226000,,,,13950000.0,
Audi,Q5 Quattro S Line TFSL,2012.0,Petrol,16450000,87500,,,16450000.0,,
Audi,A4,2011.0,Diesel,11800000,145000,,,13000000.0,12400000.0,
Audi,Q7 Quattro,2011.0,Petrol,19000000,137000,75000000.0,,35825000.0,25250000.0,
Audi,A6 TFSI F/Loaded,2007.0,Petrol,9275000,133000,,,,9275000.0,
BMW,530e M Sport Brand,2025.0,Hybrid,62000000,10,62000000.0,,,,New
BMW,530e M-Sport,2025.0,Hybrid,65000000,0,65000000.0,,,,
BMW,M760 Full spec 575Bhp,2025.0,Petrol,155000000,0,155000000.0,,,,
BMW,Mini Cooper C- Sport 5 Door,2025.0,Petrol,28000000,1000,28000000.0,,,,
BMW,X1 20i M Sport,2025.0,Hybrid,38000000,3000,38000000.0,,,,
BMW,X1 20i M Sport DCT,2025.0,Hybrid,42500000,10,42500000.0,,,,
BMW,X1 ENHANCED PACKAGE B/N,2025.0,Petrol,43850000,10,43850000.0,,,,
BMW,X1 ENHANCED PACKAGE NEW,2025.0,Petrol,43850000,10,43850000.0,,,,
BMW,X5 eDrive M-Sport,2025.0,Hybrid,114000000,0,114000000.0,,,,
BMW,X5 eDrive plugin,2025.0,Hybrid,95000000,10,95000000.0,,,,
BMW,i7,2025.0,Electric,110000000,0,110000000.0,,,,
BMW,218i Gran M sport,2024.0,Petrol,30750000,4000,30750000.0,,,,
BMW,218i MSport Gran,2024.0,Petrol,31500000,3000,31500000.0,,,,
BMW,520i M sport Pro,2024.0,Hybrid,58000000,3000,58000000.0,,,,
BMW,523i LUXURY LINE,2024.0,Petrol,62500000,5000,62500000.0,,,,
BMW,X1 20i MHT M Sport,2024.0,Petrol,38500000,15000,38500000.0,,,,
BMW,X1 M SPORT,2024.0,Petrol,38000000,0,38250000.0,,,,
BMW,X1 X DRIVE 25E M SPORT,2024.0,Petrol,43590000,0,43590000.0,,,,
BMW,X7 40D M sport,2024.0,Hybrid,120000000,2000,120000000.0,,,,
BMW,X7 M-SPORT,2024.0,Petrol,137500000,0,137500000.0,,,,
BMW,X7 X DRIVE 40D M SPORT,2024.0,Diesel,120000000,5000,120000000.0,,,,
BMW,i5 M Sport,2024.0,Electric,62000000,0,62000000.0,,,,
BMW,i7 M SPORT 2-TONE ULT,2024.0,Electric,135000000,0,135000000.0,,,,
BMW,i7 MATT PAINT FULL SPEC,2024.0,Electric,125000000,0,125000000.0,,,,
BMW,i7 X Drive60,2024.0,Electric,99000000,9500,99000000.0,,,,
BMW,218i GRAN M Sport,2023.0,Petrol,29500000,3270,29500000.0,,,,
BMW,218i M Sport,2023.0,Petrol,30000000,20000,30000000.0,30000000.0,,,
BMW,523i M Sport,2023.0,Petrol,59500000,11000,59500000.0,,,,
BMW,iX xDrive40,2023.0,Electric,55000000,0,55000000.0,,,,
BMW,iX xDrive40 M-Sport Pro,2023.0,Electric,52500000,18000,52500000.0,,,,
BMW,318i,2020.0,Petrol,21850000,89000,,22800000.0,22425000.0,21250000.0,
BMW,318i INDIVIDUAL M SPORT,2019.0,Petrol,25975000,36000,,25975000.0,,,
BMW,520d M Sport,2019.0,Diesel,43000000,30000,,37750000.0,,20350000.0,
BMW,530e G30,2019.0,Hybrid,31900000,115000,,,,31900000.0,
BMW,725D Luxury Line,2019.0,Diesel,62500000,4000,62500000.0,,,,
BMW,X1,2019.0,Petrol,22000000,80000,,,20333333.0,,
BMW,X1 Luxury Line -F48,2019.0,Petrol,23000000,47450,,23000000.0,,,
BMW,X1 M Sport,2019.0,Petrol,24850000,7000,24850000.0,23000000.0,19800000.0,,
BMW,X1 M-SPORT,2019.0,Petrol,19500000,40000,,19500000.0,,,
BMW,X2 18I MSPORT,2019.0,Petrol,23590000,77000,,,23590000.0,,
BMW,i8 Roadster,2019.0,Hybrid,44500000,14000,44500000.0,,,,
BMW,318i,2018.0,Petrol,22800000,48000,,22800000.0,22425000.0,21250000.0,
BMW,318i M SPORT,2018.0,Petrol,22990000,45000,,22990000.0,20600000.0,,
BMW,318i M Sport (F30),2018.0,Petrol,22500000,97500,,,22500000.0,,
BMW,318i M Sport Plus,2018.0,Petrol,23500000,75000,,,23500000.0,,
BMW,318i Shadow Edition,2018.0,Petrol,23500000,130000,,,,23500000.0,
BMW,530e,2018.0,Hybrid,33000000,61000,,30000000.0,33000000.0,,
BMW,530e M Sport,2018.0,Hybrid,31500000,67000,,,31500000.0,,
BMW,530e M Sport 45000Km,2018.0,Electric,34700000,45700,,34700000.0,,,
BMW,530e M Sport Individual,2018.0,Hybrid,31000000,93000,,,31000000.0,,
BMW,530e M-Sport,2018.0,Petrol,33500000,40000,,33500000.0,,,
BMW,530e i Performance -G30,2018.0,Hybrid,33750000,10850,33750000.0,,,,
BMW,530i M-SPORT (PETROL),2018.0,Petrol,38500000,55000,,,38500000.0,,
BMW,740Le,2018.0,Hybrid,48000000,85000,,,48000000.0,,
BMW,740Le M- Sport LWB,2018.0,Petrol,52500000,59000,,,52500000.0,,
BMW,740Le Msport,2018.0,Petrol,46500000,54000,,,46500000.0,,
BMW,X1,2018.0,Petrol,18500000,62000,,,20333333.0,,
BMW,X1 M Sport,2018.0,Petrol,23000000,21000,24850000.0,23000000.0,19800000.0,,
BMW,X1 S Drive F48,2018.0,Petrol,18500000,89000,,,18500000.0,,
BMW,X2 M Sport,2018.0,Petrol,23500000,34000,,23500000.0,,,
BMW,X2 X-line sunroof,2018.0,Petrol,23000000,33000,,23000000.0,,,
BMW,X5 eDrive M Sport,2018.0,Hybrid,33500000,67000,,,33500000.0,,
BMW,i8 Blue Belt Plug,2018.0,Petrol,32700000,23000,,32700000.0,,,
BMW,i8 M Sport 1ST ow,2018.0,Petrol,32850000,20000,32850000.0,32850000.0,,,
BMW,318i,2017.0,Petrol,23000000,57000,,22800000.0,22425000.0,21250000.0,
BMW,318i M SPORT,2017.0,Petrol,20600000,77000,,22990000.0,20600000.0,,
BMW,318i M-SPORT,2017.0,Petrol,4000000,90000,,,4000000.0,,
BMW,318i Sports Line,2017.0,Petrol,21500000,65000,,,21500000.0,,
BMW,430i Gran M-Sport,2017.0,Petrol,35000000,38000,,35000000.0,,,
BMW,530e Individual M Sport,2017.0,Hybrid,33500000,40000,,33500000.0,,,
BMW,530e M Sport,2017.0,Petrol,30000000,90000,,,30500000.0,,
BMW,530i MSport,2017.0,Petrol,39000000,57000,,,39000000.0,,
BMW,740Le G12,2017.0,Hybrid,40000000,83479,,,40000000.0,,
BMW,740Le Luxury Line,2017.0,Petrol,40000000,43000,,40000000.0,,,
BMW,740Le M sport,2017.0,Hybrid,43500000,50000,,43500000.0,43500000.0,,
BMW,740e M Sport,2017.0,Hybrid,39000000,102000,,,,39000000.0,
BMW,X1,2017.0,Petrol,20500000,94000,,,20333333.0,,
BMW,X5 M Sport,2017.0,Petrol,26800000,96875,,,26800000.0,,
BMW,X5 eDrive,2017.0,Electric,31000000,78000,,,31000000.0,,
BMW,X5 eDrive E40 MSport,2017.0,Hybrid,28900000,68000,,,28900000.0,,
BMW,X5 eDrive Full Option,2017.0,Hybrid,31000000,59000,,,31000000.0,,
BMW,X6 M 4400CC V8,2017.0,Petrol,56500000,57000,,,56500000.0,,
BMW,i3,2017.0,Electric,9850000,48000,,8416667.0,7500000.0,,
BMW,318i,2016.0,Petrol,20500000,130000,,22800000.0,22425000.0,21250000.0,
BMW,318i M Sport F80 Kitted,2016.0,Petrol,18900000,128000,,,,18900000.0,
BMW,520d,2016.0,Diesel,31500000,114000,,,20392857.0,22304500.0,
BMW,740Le (LONG WHEEL BASE),2016.0,Hybrid,49800000,40000,,49800000.0,,,
BMW,740Le M Sport,2016.0,Petrol,48500000,58000,,,48500000.0,,
BMW,740Le comfort plus,2016.0,Hybrid,43850000,43000,,43850000.0,,,
BMW,740Li M SPORT LWB 3L Petro,2016.0,Petrol,51000000,63000,,,51000000.0,,
BMW,X1 M Sport,2016.0,Petrol,17000000,67000,24850000.0,23000000.0,19800000.0,,
BMW,X3,2016.0,Petrol,24900000,99000,,,24900000.0,,
BMW,X5,2016.0,Hybrid,30500000,62800,,,29000000.0,,
BMW,X5 Leather,2016.0,Petrol,27750000,75000,,,27750000.0,,
BMW,X5 M Sport E Drive,2016.0,Petrol,27500000,88500,,,27500000.0,,
BMW,X5 M-Sport Plus,2016.0,Petrol,27000000,74000,,,27000000.0,,
BMW,X5 eDrive,2016.0,Hybrid,28500000,106000,,,,28500000.0,
BMW,X5 eDrive 40E EM Sport,2016.0,Hybrid,29000000,82000,,,29000000.0,,
BMW,i8,2016.0,Hybrid,31500000,35000,,31500000.0,,,
BMW,316i,2015.0,Petrol,18250000,102000,,,16800000.0,18250000.0,
BMW,520d,2015.0,Diesel,25250000,136000,,,20392857.0,22304500.0,
BMW,520d 2.0 3 Option,2015.0,Diesel,29500000,90000,,,29500000.0,,
BMW,520d AGENT IMPORTED,2015.0,Diesel,27500000,78000,,,27500000.0,,
BMW,520d F10,2015.0,Diesel,29500000,58000,,,24675000.0,22925000.0,
BMW,520d GT MSPORT,2015.0,Diesel,26800000,39000,,26800000.0,,,
BMW,520d Individual Spec,2015.0,Diesel,34500000,62500,,,34500000.0,,
BMW,520d LCI,2015.0,Diesel,27500000,92200,,,27500000.0,,
BMW,520d M Sport,2015.0,Diesel,32500000,28681,,37750000.0,,20350000.0,
BMW,520d M Sport Prestige,2015.0,Diesel,27500000,105000,,,,27500000.0,
BMW,740i M Sport,2015.0,Petrol,29500000,85000,,,29500000.0,,
BMW,Mini Cooper,2015.0,Petrol,12200000,49400,,12200000.0,,,
BMW,Mini Cooper Chili Pack 1.5L,2015.0,Petrol,15250000,34000,,15250000.0,,,
BMW,X3 20D,2015.0,Diesel,21850000,70400,,,21850000.0,,
BMW,X5 M sport,2015.0,Hybrid,27500000,78000,,,27500000.0,,
BMW,X5 M-Sport,2015.0,Hybrid,3500000,108500,,,,3500000.0,
BMW,i3,2015.0,Electric,7900000,47800,,8416667.0,7500000.0,,
BMW,320d Luxury Line,2014.0,Diesel,24800000,102000,,,,24800000.0,
BMW,520d,2014.0,Diesel,24500000,109000,,,20392857.0,22304500.0,
BMW,X3,2014.0,Diesel,23000000,64000,,,19975000.0,18000000.0,
BMW,X5,2014.0,Diesel,33500000,94000,,,33500000.0,,
BMW,i3,2014.0,Electric,7500000,60000,,8416667.0,7500000.0,,
BMW,320d,2013.0,Diesel,17500000,92000,,,17700000.0,14300000.0,
BMW,320d F30,2013.0,Diesel,17000000,175000,,,,17000000.0,
BMW,320d M Sport,2013.0,Diesel,23500000,60000,,,23500000.0,,
BMW,320d M Sports,2013.0,Diesel,16500000,90000,,,16500000.0,,
BMW,320d Sports +,2013.0,Diesel,21850000,132000,,,,21850000.0,
BMW,520d,2013.0,Diesel,19000000,138000,,,20392857.0,22304500.0,
BMW,520d 3 Option,2013.0,Diesel,24700000,150000,,,,24700000.0,
BMW,520d 3 Option M Sport,2013.0,Diesel,20800000,137000,,,,20800000.0,
BMW,520d 3 Options,2013.0,Diesel,23975000,118000,,,,23975000.0,
BMW,520d F10,2013.0,Diesel,19850000,100000,,,24675000.0,22925000.0,
BMW,520d FACE LIFT,2013.0,Diesel,19800000,128000,,,,19800000.0,
BMW,520d GT (GRAN TURISMO),2013.0,Diesel,24500000,88000,,,24500000.0,,
BMW,520d Twin,2013.0,Diesel,25800000,173000,,,,22850000.0,
BMW,ActiveHybrid 7,2013.0,Hybrid,29500000,65000,,,29500000.0,,
BMW,F10 528i,2013.0,Petrol,17000000,22000,,17000000.0,,,
BMW,X3,2013.0,Diesel,18000000,148000,,,19975000.0,18000000.0,
BMW,X3 20D XDRIVE,2013.0,Diesel,16800000,95000,,,16800000.0,,
BMW,X3 Diesal 1st,2013.0,Diesel,17850000,159000,,,,17850000.0,
BMW,X3 M Sport,2013.0,Diesel,17800000,110000,,,,17800000.0,
BMW,i3,2013.0,Electric,7500000,43155,,8416667.0,7500000.0,,
BMW,320d,2012.0,Diesel,16800000,98000,,,17700000.0,14300000.0,
BMW,320d E90,2012.0,Diesel,12990000,225315,,,,12990000.0,
BMW,520d,2012.0,Diesel,19000000,95000,,,20392857.0,22304500.0,
BMW,520d 520 d f 10,2012.0,Diesel,23750000,132157,,,,23750000.0,
BMW,520d M Sport,2012.0,Diesel,19200000,128000,,37750000.0,,20350000.0,
BMW,520d M-Sport,2012.0,Diesel,23500000,175000,,,,23500000.0,
BMW,520d MSPORT,2012.0,Diesel,23990000,153200,,,,23990000.0,
BMW,520d Pearl White,2012.0,Diesel,21600000,140000,,,,21600000.0,
BMW,520d Sports,2012.0,Diesel,19500000,158000,,,,19500000.0,
BMW,520d Twin,2012.0,Diesel,19900000,179000,,,,22850000.0,
BMW,520i M Sport,2012.0,Petrol,16050000,100000,,,16050000.0,16050000.0,
BMW,535i active 5,2012.0,Hybrid,22000000,120000,,,,22000000.0,
BMW,730Ld,2012.0,Diesel,29950000,50000,,29950000.0,29950000.0,,
BMW,X3,2012.0,Diesel,16950000,90000,,,19975000.0,18000000.0,
BMW,Z4 Roadster sDrive35i,2012.0,Petrol,34500000,37000,,34500000.0,,,
BMW,320 D,2011.0,Diesel,15000000,70000,,,15000000.0,,
BMW,320d,2011.0,Diesel,13500000,143000,,,17700000.0,14300000.0,
BMW,520d,2011.0,Diesel,21500000,130000,,,20392857.0,22304500.0,
BMW,523i Low Mileage,2011.0,Petrol,14000000,78000,,,14000000.0,,
BMW,740Li,2011.0,Petrol,22500000,56000,,,22500000.0,,
BMW,X1,2011.0,Diesel,11500000,148000,,,11900000.0,11425000.0,
BMW,X5,2011.0,Petrol,16000000,95000,,,16000000.0,,
BMW,523i M5 KITTED,2010.0,Petrol,15590000,117000,,,,15590000.0,
BMW,523i LCI Individual,2007.0,Petrol,14250000,127413,,,,14250000.0,
BYD,ATTO 3,2025.0,Electric,17500000,0,20245000.0,,,,
BYD,ATTO 3 Superior,2025.0,Electric,18000000,750,18000000.0,,,,
BYD,Sealion 6,2025.0,Hybrid,23850000,0,23768000.0,,,,
BYD,Sealion 6,2025.0,Electric,23590000,0,23590000.0,,,,
BYD,ATTO 3,2024.0,Electric,22990000,50,20245000.0,,,,
BYD,Seal,2024.0,Electric,50000000,1500,50000000.0,,,,
BYD,e6 White Exterior,2019.0,Electric,9000000,68500,,,9000000.0,,
Bajaj,Qute,2019.0,Petrol,1200000,50000,,1200000.0,1200000.0,,
Car,OG V7,2020.0,Electric,4300000,0,4300000.0,,,,
Chery,QQ,2025.0,Petrol,2000000,150,2000000.0,,1690000.0,1650000.0,
Chery,Tiggo 4 Pro,2024.0,Petrol,10700000,5200,10700000.0,,,,
Chery,QQ,2011.0,Petrol,1690000,98829,2000000.0,,1690000.0,1650000.0,
Chery,QQ,2007.0,Petrol,1650000,950000,2000000.0,,1690000.0,1650000.0,
Chery,QQ3,2007.0,Petrol,1585000,85000,,,1585000.0,,
Chery,QQ 308,2006.0,Petrol,1275000,55000,,,1275000.0,,
Chery,QQ KE,2006.0,Petrol,1958000,85000,,,1958000.0,,
Chevrolet,Cruze,2004.0,Petrol,4150000,170000,,,,4325000.0,
Chrysler,300 Face Lift,2012.0,Petrol,19500000,108000,,,,19500000.0,
DFSK,Glory I,2024.0,Petrol,12000000,9000,12000000.0,10900000.0,10687500.0,,
DFSK,Glory,2023.0,Petrol,10700000,36000,10400000.0,10350000.0,8800000.0,,
DFSK,Glory i / iauto,2023.0,Petrol,11500000,38000,,11500000.0,,,
DFSK,Glory i-Auto,2023.0,Petrol,13500000,10312,13500000.0,11150000.0,,,
DFSK,Glory,2022.0,Petrol,10000000,27000,10400000.0,10350000.0,8800000.0,,
DFSK,Glory 580,2022.0,Petrol,10500000,43726,,10500000.0,9400000.0,,
DFSK,Glory 580 2023,2022.0,Petrol,9700000,25000,,9700000.0,,,
DFSK,Glory I,2022.0,Petrol,10900000,26000,12000000.0,10900000.0,10687500.0,,
DFSK,Glory VT5 Automatic,2022.0,Petrol,10050000,15000,10050000.0,,,,
DFSK,I-Auto,2022.0,Petrol,12600000,24000,,12600000.0,,,
DFSK,580,2021.0,Petrol,9400000,70000,,10000000.0,9400000.0,,
DFSK,Glory,2021.0,Petrol,8800000,71000,10400000.0,10350000.0,8800000.0,,
DFSK,Glory 330,2021.0,Diesel,6675000,52000,5650000.0,5790000.0,5762500.0,,
DFSK,Glory 330 TDI,2021.0,Diesel,63500000,79000,,,63500000.0,,
DFSK,Glory 580,2021.0,Petrol,9400000,59700,,10500000.0,9400000.0,,
DFSK,Glory I,2021.0,Petrol,10975000,54447,12000000.0,10900000.0,10687500.0,,
DFSK,Glory I-Auto,2021.0,Petrol,11400000,36000,,11400000.0,,,
DFSK,Glory 580 1ST OWENER,2019.0,Petrol,9190000,77030,,,9190000.0,,
DFSK,Glory,2016.0,Diesel,5450000,86000,,,5450000.0,,
DFSK,Glory 330,2016.0,Diesel,5790000,34000,5650000.0,5790000.0,5762500.0,,
DFSK,Glory 330 Station Wagon,2016.0,Diesel,4800000,141386,,,,4800000.0,
Daihatsu,Mira ES G,2025.0,Petrol,7950000,0,7950000.0,,,,
Daihatsu,Mira ES SAFETY,2025.0,Petrol,7490000,500,7310000.0,,,,
Daihatsu,Mira G Grade,2025.0,Petrol,7200000,8,7200000.0,,,,
Daihatsu,Mira L Grade,2025.0,Petrol,6600000,5000,6979286.0,6650000.0,,,
Daihatsu,Mira X Limited,2025.0,Petrol,7790000,900,7288750.0,,,,
Daihatsu,Mira eS L Safety,2025.0,Petrol,6995000,0,6995000.0,,,,
Daihatsu,Mira l limited,2025.0,Petrol,7500000,0,7500000.0,,,,
Daihatsu,Rocky Fully Loaded,2025.0,Hybrid,15600000,25,15600000.0,,,,
Daihatsu,Rocky G premium,2025.0,Hybrid,14300000,0,14750000.0,,,,
Daihatsu,Rocky Premium G,2025.0,Hybrid,15650000,0,15650000.0,,,,
Daihatsu,Rocky Premium G HEV,2025.0,Hybrid,14595000,12000,14595000.0,14800000.0,,,
Daihatsu,Taft,2025.0,Petrol,9600000,1200,9150000.0,,,,
Daihatsu,Taft G,2025.0,Petrol,8300000,10,8812500.0,,,,
Daihatsu,Taft G CHROME,2025.0,Petrol,9290000,0,9091000.0,,,,
Daihatsu,Taft G Chrome Adventure,2025.0,Petrol,9550000,0,9550000.0,,,,
Daihatsu,Taft G Chrome Venture,2025.0,Petrol,8990000,8,8905000.0,,,,
Daihatsu,Taft G Dark Chrome,2025.0,Petrol,9500000,0,9233333.0,,,,
Daihatsu,Taft G Dark Chrome Bench,2025.0,Petrol,9500000,0,9500000.0,,,,
Daihatsu,Taft G Dark Chrome Ventur,2025.0,Petrol,9250000,15,9250000.0,,,,
Daihatsu,Taft G Dark Venture,2025.0,Petrol,9975000,0,9775000.0,,,,
Daihatsu,Taft G Grade,2025.0,Petrol,8800000,5,8675000.0,,,,
Daihatsu,Thor CUSTOM G-T,2025.0,Petrol,11500000,10,11500000.0,,,,
Daihatsu,Mira,2024.0,Petrol,7490000,13244,7512500.0,,5895000.0,5800000.0,
Daihatsu,Mira (L) SA3,2024.0,Petrol,6700000,2000,6700000.0,,,,
Daihatsu,Mira ES L Grade Safety,2024.0,Petrol,7090000,7200,6990000.0,,,,
Daihatsu,Mira ES S Limited,2024.0,Petrol,7890000,2350,7890000.0,,,,
Daihatsu,Mira ES SAFETY,2024.0,Petrol,7250000,500,7310000.0,,,,
Daihatsu,Mira ES X Limited LED,2024.0,Petrol,7575000,3600,7575000.0,,,,
Daihatsu,Mira L Grade,2024.0,Petrol,6990000,3900,6979286.0,6650000.0,,,
Daihatsu,Mira L Grade Safety,2024.0,Petrol,7390000,800,7390000.0,,,,
Daihatsu,Mira L SA3,2024.0,Petrol,7095000,3550,7069000.0,,,,
